id,quiz_id,question_id,question,options,correct_answer,explanation,order_index,created_at
d7dd7b41-b081-42ec-9a12-0986f906390e,pillars,q037,What is the time for Dhuhr (noon) prayer?,"[""After sunrise until noon"", ""After the sun passes its zenith until Asr"", ""At sunset"", ""At midnight""]",1,Dhuhr prayer time begins after the sun passes its zenith (highest point) and continues until the time for Asr prayer begins.,37,2026-01-11T09:06:19.169067+00:00
faff8c9d-e190-4038-9580-09c02721b855,pillars,q038,What is the first thing a person must do to become Muslim?,"[""Perform Hajj"", ""Recite the Shahadah"", ""Learn Arabic"", ""Start praying""]",1,"To become Muslim, one must sincerely recite the Shahadah: ""There is no god but Allah, and Muhammad is the messenger of Allah.""",38,2026-01-11T09:06:19.169067+00:00
7d77247d-6901-4bcc-98c4-71fda5b65da6,pillars,q039,How many Rak'ahs are in Maghrib (sunset) prayer?,"[""2"", ""3"", ""4"", ""5""]",1,Maghrib (sunset) prayer consists of 3 Rak'ahs. It is performed immediately after sunset.,39,2026-01-11T09:06:19.169067+00:00
de2c4c12-3ab3-40ed-b29c-0ef6f6c563a8,pillars,q040,What is the reward for fasting during Ramadan?,"[""Forgiveness of all sins"", ""Paradise"", ""Great reward from Allah"", ""All of the above""]",3,"Fasting in Ramadan has immense rewards including forgiveness of sins and the promise of Paradise, as mentioned in authentic Hadith.",40,2026-01-11T09:06:19.169067+00:00
e52172d9-182e-4ecd-93f6-dbda822f5c8d,pillars,q041,What is Umrah?,"[""The lesser pilgrimage to Mecca"", ""The greater pilgrimage"", ""A type of prayer"", ""A form of charity""]",0,"Umrah is the lesser pilgrimage to Mecca that can be performed at any time of the year, unlike Hajj which has specific dates.",41,2026-01-11T09:06:19.169067+00:00
d224c3e3-31df-43de-ac09-dc65fb5fee98,pillars,q042,What is the minimum amount of wealth (Nisab) for Zakat on silver?,"[""200 dirhams"", ""400 dirhams"", ""600 dirhams"", ""800 dirhams""]",0,The Nisab for silver is 200 dirhams (approximately 595 grams). This is an alternative to the gold Nisab.,42,2026-01-11T09:06:19.169067+00:00
432daf5d-928b-4998-9084-80a94e34c372,pillars,q043,What is the significance of the Kaaba?,"[""It is the house of Allah"", ""Direction for prayer"", ""Destination for Hajj"", ""All of the above""]",3,"The Kaaba in Mecca is the holiest site in Islam, built by Prophet Ibrahim and Ismail. It is the Qibla (direction) for prayer and the destination for Hajj.",43,2026-01-11T09:06:19.169067+00:00
e558db5e-c056-4f7b-98aa-3dbf41d47465,pillars,q044,What is the minimum duration for a fast to be valid?,"[""From dawn to sunset"", ""12 hours"", ""From sunrise to sunset"", ""24 hours""]",0,"A valid fast begins at Fajr (dawn) and ends at Maghrib (sunset), following the local prayer times.",44,2026-01-11T09:06:19.169067+00:00
7e312e7e-173f-4489-8019-4794049895cf,pillars,q045,What is Zakat al-Fitr?,"[""Annual charity"", ""Charity given at the end of Ramadan"", ""Charity for the poor"", ""Charity for orphans""]",1,"Zakat al-Fitr is a special charity given at the end of Ramadan, before Eid prayer. It is obligatory for every Muslim.",45,2026-01-11T09:06:19.169067+00:00
5d8706bf-f451-43f1-901a-d8a09e9c4ce1,pillars,q046,How many times is the Tawaf (circumambulation) performed during Hajj?,"[""3 times"", ""5 times"", ""7 times"", ""10 times""]",2,"Tawaf (circumambulating the Kaaba) is performed 7 times during Hajj and Umrah, starting and ending at the Black Stone.",46,2026-01-11T09:06:19.169067+00:00
782e03e8-ffa4-492a-8bce-ce3df491da4e,pillars,q047,What is the minimum age for fasting in Ramadan?,"[""7 years"", ""10 years"", ""Puberty"", ""18 years""]",2,"Fasting becomes obligatory at puberty. However, children are often encouraged to practice fasting gradually before reaching puberty.",47,2026-01-11T09:06:19.169067+00:00
17cb5a52-78d3-493f-af40-d1550adfe20e,pillars,q048,What is the reward for performing Hajj?,"[""Forgiveness of all sins"", ""Paradise"", ""Great reward"", ""All of the above""]",3,"An accepted Hajj brings immense rewards including forgiveness of sins and the promise of Paradise, as mentioned in authentic Hadith.",48,2026-01-11T09:06:19.169067+00:00
4637271f-1496-4458-8997-85b573e1f5d2,pillars,q049,What is the time for Isha (night) prayer?,"[""After sunset"", ""After Maghrib"", ""After twilight disappears"", ""At midnight""]",2,Isha prayer time begins after the twilight (red glow) disappears from the horizon and continues until Fajr.,49,2026-01-11T09:06:19.169067+00:00
88520408-6957-48e3-a03e-73769cc256cc,pillars,q050,What is the minimum amount for Zakat al-Fitr?,"[""One Sa'a of food per person"", ""Money equivalent"", ""Both are acceptable"", ""It varies by country""]",2,"Zakat al-Fitr can be given as one Sa'a (approximately 2.5-3 kg) of staple food (wheat, rice, dates, etc.) or its monetary equivalent.",50,2026-01-11T09:06:19.169067+00:00
160b8062-da10-443a-8184-f1b5ea28c270,fiqh,f4,What is the Nisab for Zakat on gold?,"[""85 grams"", ""87.5 grams"", ""90 grams"", ""100 grams""]",0,The Nisab for gold is approximately 85 grams.,4,2025-12-01 04:43:42.641722+00
25b27a45-40c6-4217-877c-71078515f107,fiqh,f16,How many Rakats are in Dhuhr?,"[""2"", ""3"", ""4"", ""5""]",2,Dhuhr prayer consists of 4 Rakats.,16,2025-12-01 04:43:42.641722+00
32fee772-0e87-45df-95db-7b5ca782b5ef,fiqh,f20,How many times should you wash each part in Wudu?,"[""1"", ""2"", ""3"", ""4""]",2,Each part should be washed 3 times in Wudu.,20,2025-12-01 04:43:42.641722+00
38fa6311-b5c3-4971-8cc2-e86c9ad9c197,fiqh,f6,What is the minimum distance for shortening prayers?,"[""48 miles"", ""50 miles"", ""55 miles"", ""60 miles""]",0,The minimum distance is approximately 48 miles (77 km).,6,2025-12-01 04:43:42.641722+00
44a46446-527b-4a79-92d4-85dac13212a6,fiqh,f13,When does Ramadan fasting begin each day?,"[""Midnight"", ""Fajr"", ""Sunrise"", ""Noon""]",1,Fasting begins at Fajr (dawn).,13,2025-12-01 04:43:42.641722+00
553ee648-9c3b-4ba3-bc1d-1c8b6ff21d51,fiqh,f9,How long is the Iddah period for a widow?,"[""3 months"", ""4 months 10 days"", ""6 months"", ""1 year""]",1,The Iddah for a widow is 4 months and 10 days.,9,2025-12-01 04:43:42.641722+00
57cb294d-b9bf-4211-9178-28b0eb3d0e74,fiqh,f10,What is the Nisab for Zakat on silver?,"[""500 grams"", ""595 grams"", ""600 grams"", ""700 grams""]",1,The Nisab for silver is approximately 595 grams.,10,2025-12-01 04:43:42.641722+00
67945038-0154-4728-8657-68fdcdff55cf,fiqh,f5,How many days of Hajj are there?,"[""3"", ""5"", ""7"", ""10""]",1,The main rituals of Hajj span 5-6 days.,5,2025-12-01 04:43:42.641722+00
77e88450-3b85-463e-a76c-89d92e32017c,fiqh,f8,What is the time for Zuhr prayer?,"[""After sunrise"", ""After noon"", ""Before sunset"", ""After sunset""]",1,Zuhr is prayed after the sun passes its zenith.,8,2025-12-01 04:43:42.641722+00
8ad4c584-486a-4b50-8cde-1918ac640289,fiqh,f21,What is the Kaffarah for breaking an oath?,"[""Feed 10 poor people"", ""Fast 3 days"", ""Free a slave"", ""Any of the above""]",3,"Kaffarah can be feeding 10 poor people, clothing them, freeing a slave, or fasting 3 days.",21,2025-12-01 04:43:42.641722+00
8d3c12bf-b5a4-46f4-b2f7-17b6a620f30d,fiqh,f19,What is the minimum amount for Sadaqah?,"[""No minimum"", ""1 dollar"", ""5 dollars"", ""10 dollars""]",0,There is no minimum amount for Sadaqah (voluntary charity).,19,2025-12-01 04:43:42.641722+00
93c25a10-5a61-40c4-ac09-2ba1ecb63f53,fiqh,f15,How many Rakats are in Maghrib?,"[""2"", ""3"", ""4"", ""5""]",1,Maghrib prayer consists of 3 Rakats.,15,2025-12-01 04:43:42.641722+00
93e571ae-945d-4e61-9ded-ab82d2f9e790,fiqh,f22,When does Asr time end?,"[""Before sunset"", ""At sunset"", ""After sunset"", ""Before Maghrib""]",0,Asr time ends just before sunset.,22,2025-12-01 04:43:42.641722+00
a04c45e2-97c9-4114-b7b9-dbd667ad5b5b,fiqh,f7,How many Takbirs are in Eid prayer?,"[""5"", ""6"", ""7"", ""12""]",2,There are 7 Takbirs in the first Rakat and 5 in the second.,7,2025-12-01 04:43:42.641722+00
a8ac1896-b0c7-4e99-97f6-b3f54a758b0b,fiqh,f24,How many Sunnah Rakats are after Dhuhr?,"[""0"", ""2"", ""4"", ""6""]",1,There are 2 Sunnah Rakats after Dhuhr.,24,2025-12-01 04:43:42.641722+00
ac0e5aaa-8306-4f77-a0c0-f44121cb25e7,fiqh,f23,What is the ruling on Jummah prayer?,"[""Fard"", ""Sunnah"", ""Mustahabb"", ""Nafl""]",0,Jummah prayer is Fard (obligatory) for men.,23,2025-12-01 04:43:42.641722+00
ba41bab5-4d2f-465d-9b2f-597fdb911f9e,fiqh,f1,How many Fard acts are in Wudu?,"[""3"", ""4"", ""5"", ""6""]",1,There are 4 Fard acts in Wudu according to most scholars.,1,2025-12-01 04:43:42.641722+00
cb038876-bfcc-4213-a195-013e0f5b98ab,fiqh,f3,What breaks the fast?,"[""Eating"", ""Drinking"", ""Intimate relations"", ""All of the above""]",3,All of these intentionally break the fast.,3,2025-12-01 04:43:42.641722+00
d4a40a36-2635-45e6-9de0-57ffc3d02e8d,fiqh,f18,How many Rakats are in Isha?,"[""2"", ""3"", ""4"", ""5""]",2,Isha prayer consists of 4 Rakats.,18,2025-12-01 04:43:42.641722+00
dae61d5c-6fe8-4257-b8c0-a8b826318bcc,fiqh,f17,How many Rakats are in Asr?,"[""2"", ""3"", ""4"", ""5""]",2,Asr prayer consists of 4 Rakats.,17,2025-12-01 04:43:42.641722+00
dbfc179d-37f7-4ff1-ba4e-b78e38091cf1,fiqh,f25,What is the minimum age for fasting?,"[""7"", ""Puberty"", ""10"", ""12""]",1,Fasting becomes obligatory at puberty.,25,2025-12-01 04:43:42.641722+00
e030039f-41d8-42be-901b-955787048967,fiqh,f11,How many Sunnah Rakats are before Fajr?,"[""0"", ""2"", ""4"", ""6""]",1,There are 2 Sunnah Rakats before Fajr.,11,2025-12-01 04:43:42.641722+00
e1b62b40-4741-43e8-9acc-a95c41461be7,fiqh,f2,How many Rakats are in Fajr prayer?,"[""2"", ""3"", ""4"", ""5""]",0,Fajr prayer consists of 2 Rakats.,2,2025-12-01 04:43:42.641722+00
eed949a5-ab78-4bf3-bb79-3161309d79af,fiqh,f14,What is the Fidyah for missing a fast?,"[""Feed 1 poor person"", ""Feed 2 poor people"", ""Fast 2 days"", ""Give charity""]",0,Fidyah is feeding one poor person per missed fast.,14,2025-12-01 04:43:42.641722+00
f59d4b9d-c55f-41d4-9054-3e1a9a8c1161,fiqh,f12,What invalidates Wudu?,"[""Sleep"", ""Using bathroom"", ""Bleeding"", ""All of the above""]",3,All of these invalidate Wudu.,12,2025-12-01 04:43:42.641722+00
5c72636b-ae1e-4e53-aa69-799e50f2038d,fiqh,q026,What is the Nisab for Zakat on gold?,"[""85 grams"", ""87.5 grams"", ""90 grams"", ""100 grams""]",0,"The Nisab for gold is approximately 85 grams (or 7.5 tolas). If one owns this amount or more for a full year, Zakat becomes obligatory.",26,2026-01-11T09:06:19.169067+00:00
e90adf8b-55f1-4ade-8ead-4f78745eb84d,fiqh,q027,What breaks Wudu (ablution)?,"[""Using the restroom"", ""Sleeping"", ""Passing gas"", ""All of the above""]",3,"Wudu is broken by using the restroom, passing gas, deep sleep, loss of consciousness, and other specific conditions.",27,2026-01-11T09:06:19.169067+00:00
e0e82ba3-26e6-4e36-aab8-b5e845569a8c,fiqh,q028,What is Ghusl (full bath) required for?,"[""After sexual intercourse"", ""After menstruation"", ""After giving birth"", ""All of the above""]",3,"Ghusl is required after sexual intercourse, after menstruation ends, after giving birth (postpartum bleeding ends), and in other specific situations.",28,2026-01-11T09:06:19.169067+00:00
1835f554-4f01-44b9-88cc-d85b12bfcbc2,fiqh,q029,What is the minimum amount for Zakat on silver?,"[""200 dirhams"", ""400 dirhams"", ""600 dirhams"", ""800 dirhams""]",0,The Nisab for silver is 200 dirhams (approximately 595 grams). This is an alternative to the gold Nisab.,29,2026-01-11T09:06:19.169067+00:00
ad85b171-1b20-4578-af56-7d7e136aa512,fiqh,q030,What is the ruling on eating pork?,"[""Halal"", ""Haram (forbidden)"", ""Makruh (disliked)"", ""Mubah (permissible)""]",1,"Pork and all pork products are strictly forbidden (Haram) in Islam, as clearly stated in the Quran.",30,2026-01-11T09:06:19.169067+00:00
e88c233a-02a5-42ea-a274-8f7a3f2484c5,fiqh,q031,What is the ruling on consuming alcohol?,"[""Halal in small amounts"", ""Haram (forbidden)"", ""Makruh (disliked)"", ""Mubah (permissible)""]",1,"Alcohol and all intoxicants are strictly forbidden (Haram) in Islam, as they cloud the mind and lead to harmful behavior.",31,2026-01-11T09:06:19.169067+00:00
d09a91c6-1bec-41fd-8c8a-6d190ab2281b,fiqh,q032,What is the minimum age for Zakat obligation?,"[""Puberty"", ""18 years"", ""21 years"", ""There is no minimum age""]",0,Zakat becomes obligatory at puberty if one owns wealth above the Nisab threshold for a full lunar year.,32,2026-01-11T09:06:19.169067+00:00
67292a99-1257-48fc-9c75-2b6f452d010f,fiqh,q033,What is the ruling on interest (Riba)?,"[""Halal"", ""Haram (forbidden)"", ""Makruh (disliked)"", ""Mubah (permissible)""]",1,Interest (Riba) is strictly forbidden in Islam. The Quran and Hadith clearly prohibit all forms of usury and interest.,33,2026-01-11T09:06:19.169067+00:00
d66f086f-af3e-4497-9f01-b4fef55c2338,fiqh,q034,What is the minimum distance for shortening prayer (Qasr)?,"[""50 km"", ""80 km"", ""90 km"", ""100 km""]",1,"When traveling 80 km or more from home, Muslims may shorten the 4-Rak'ah prayers to 2 Rak'ahs.",34,2026-01-11T09:06:19.169067+00:00
d5490940-7fc8-441c-980a-c8898c87e2f2,fiqh,q035,What is the ruling on combining prayers while traveling?,"[""Not allowed"", ""Allowed (Dhuhr with Asr, Maghrib with Isha)"", ""Only for Hajj"", ""Only for Umrah""]",1,"While traveling, Muslims may combine Dhuhr with Asr, and Maghrib with Isha, performing them at the time of either prayer.",35,2026-01-11T09:06:19.169067+00:00
92981e73-ab58-4fdc-a57f-c0866e079b65,fiqh,q036,What is the ruling on eating meat that is not Halal?,"[""Halal if cooked properly"", ""Haram (forbidden)"", ""Makruh (disliked)"", ""Mubah if no Halal available""]",1,Meat that is not slaughtered according to Islamic guidelines (Halal) is forbidden (Haram) to consume.,36,2026-01-11T09:06:19.169067+00:00
86dd25fa-d478-452b-b24c-6f9f2119591b,fiqh,q037,What is the minimum amount for Zakat on crops?,"[""2.5%"", ""5%"", ""10%"", ""Depends on irrigation method""]",3,"Zakat on crops is 10% if irrigated naturally (rain/rivers) and 5% if irrigated artificially (pumps, etc.).",37,2026-01-11T09:06:19.169067+00:00
ef398510-9411-4340-ae59-31f2e1d0159b,fiqh,q038,What is the ruling on gambling?,"[""Halal"", ""Haram (forbidden)"", ""Makruh (disliked)"", ""Mubah (permissible)""]",1,"Gambling (Maysir) is strictly forbidden in Islam as it involves uncertainty, waste of wealth, and potential harm.",38,2026-01-11T09:06:19.169067+00:00
2400f21b-530b-412c-884b-d1bf9ccff4b4,fiqh,q039,What is the minimum amount for Zakat on livestock?,"[""Varies by animal type"", ""5 camels"", ""30 cattle"", ""40 sheep""]",0,"Zakat on livestock has different Nisab thresholds: 5 camels, 30 cattle, or 40 sheep/goats, each with specific rates.",39,2026-01-11T09:06:19.169067+00:00
69fdc626-cec9-46b7-aba7-9c474088c60f,fiqh,q040,What is the ruling on backbiting (Gheebah)?,"[""Halal"", ""Haram (forbidden)"", ""Makruh (disliked)"", ""Mubah (permissible)""]",1,Backbiting (speaking ill of someone in their absence) is forbidden in Islam and is considered a major sin.,40,2026-01-11T09:06:19.169067+00:00
1ceadee1-9412-4268-9abe-89948a45ecdd,fiqh,q041,What is the ruling on lying?,"[""Halal in some cases"", ""Haram (forbidden)"", ""Makruh (disliked)"", ""Mubah (permissible)""]",1,"Lying is forbidden in Islam, except in very specific circumstances like reconciling between people or during war.",41,2026-01-11T09:06:19.169067+00:00
8c7a427b-1040-4875-b9d3-ef4ba5a34b36,fiqh,q042,What is the ruling on usury (Riba) in business?,"[""Halal"", ""Haram (forbidden)"", ""Makruh (disliked)"", ""Mubah (permissible)""]",1,"All forms of usury and interest are strictly forbidden in Islam, whether in personal loans or business transactions.",42,2026-01-11T09:06:19.169067+00:00
68ac4e8b-8889-4774-afe6-e4cfcfadb2f6,fiqh,q043,What is the ruling on consuming food during fasting hours in Ramadan?,"[""Allowed if sick"", ""Haram (forbidden)"", ""Makruh (disliked)"", ""Mubah (permissible)""]",1,"Intentionally eating or drinking during fasting hours in Ramadan breaks the fast and is forbidden, unless one has a valid excuse.",43,2026-01-11T09:06:19.169067+00:00
eb191e04-d80d-47c0-9f3f-53e231143321,fiqh,q044,What is the ruling on missing prayers intentionally?,"[""Minor sin"", ""Major sin"", ""Not a sin"", ""Depends on the reason""]",1,Intentionally missing prayers without a valid excuse is considered a major sin in Islam.,44,2026-01-11T09:06:19.169067+00:00
e8474b7c-562a-4760-871b-f87140583797,fiqh,q045,What is the ruling on breaking a fast without excuse?,"[""Minor sin"", ""Major sin"", ""Requires make-up only"", ""Requires make-up and expiation""]",3,Breaking a fast in Ramadan without a valid excuse requires making up the missed day and may require expiation (Kaffarah).,45,2026-01-11T09:06:19.169067+00:00
331f8ca0-bf0a-4f3e-a986-9a60de48d248,fiqh,q046,What is the ruling on music in Islam?,"[""All music is Halal"", ""All music is Haram"", ""Depends on content and context"", ""Only instrumental is allowed""]",2,"The ruling on music varies among scholars, but generally depends on the content, context, and whether it leads to sinful behavior.",46,2026-01-11T09:06:19.169067+00:00
2467eb93-47b7-44b2-a2d4-5f909a46b930,fiqh,q047,What is the ruling on images of living beings?,"[""All images are Haram"", ""All images are Halal"", ""Depends on purpose and content"", ""Only photographs are allowed""]",2,"The ruling on images varies, but generally images used for educational purposes or that do not lead to idolatry may be permissible.",47,2026-01-11T09:06:19.169067+00:00
bb76061d-5a44-45a3-b8aa-60444573930a,fiqh,q048,What is the ruling on shaking hands with the opposite gender?,"[""Always Halal"", ""Always Haram"", ""Depends on context and intention"", ""Only with family""]",2,"Shaking hands with non-mahram (non-related) members of the opposite gender is generally not allowed, except in specific circumstances.",48,2026-01-11T09:06:19.169067+00:00
fac7014d-2e68-4f92-ad7b-b48a966724e0,fiqh,q049,What is the ruling on interest-free loans (Qard al-Hasan)?,"[""Haram"", ""Halal and encouraged"", ""Makruh"", ""Mubah""]",1,Interest-free loans (Qard al-Hasan) are Halal and highly encouraged in Islam as a form of charity and helping others.,49,2026-01-11T09:06:19.169067+00:00
e8c413d5-95df-4cc7-a80b-b8128b3dca76,fiqh,q050,What is the ruling on trade and business in Islam?,"[""Discouraged"", ""Encouraged if Halal"", ""Only for necessities"", ""Not allowed""]",1,Trade and business are encouraged in Islam as long as they involve Halal goods and services and follow Islamic business ethics.,50,2026-01-11T09:06:19.169067+00:00
150c4658-8c96-438f-bf95-79cac2626243,prophets,pr22,Which prophet was raised in the palace of Pharaoh?,"[""Moses"", ""Joseph"", ""Abraham"", ""Noah""]",0,Prophet Moses was raised in the palace of Pharaoh.,22,2025-12-01 04:44:35.741911+00
2c33e637-8d70-4a49-ab3f-1481d92dbc47,prophets,pr13,Which prophet was given the Gospel?,"[""Moses"", ""David"", ""Jesus"", ""Muhammad""]",2,Prophet Jesus (Isa) was given the Gospel (Injil).,13,2025-12-01 04:44:35.741911+00
2ecf2017-99ba-4b53-b5e6-df0406515e39,prophets,pr4,Which prophet could speak to animals?,"[""David"", ""Solomon"", ""Moses"", ""Jesus""]",1,Prophet Solomon (Sulaiman) was given the ability to speak to animals.,4,2025-12-01 04:44:35.741911+00
33b7e9d5-1fcb-430c-b1a7-85c79c300e3d,prophets,pr9,Which prophet was sold by his brothers?,"[""Joseph"", ""Moses"", ""Aaron"", ""Isaac""]",0,Prophet Joseph (Yusuf) was sold by his brothers.,9,2025-12-01 04:44:35.741911+00
5334a9ae-1ee6-48ca-ad48-b3aeab4cfd9d,prophets,pr17,Which prophet was a king?,"[""David"", ""Moses"", ""Abraham"", ""Noah""]",0,Prophet David (Dawud) was a king.,17,2025-12-01 04:44:35.741911+00
612d4bc3-ef3e-41c2-ae8b-c0ad7769d5e5,prophets,pr3,Which prophet was swallowed by a whale?,"[""Jonah"", ""Moses"", ""Joseph"", ""Solomon""]",0,Prophet Jonah (Yunus) was swallowed by a whale.,3,2025-12-01 04:44:35.741911+00
66007568-678f-47e1-96b7-02654502124f,prophets,pr14,Who was the father of Prophet Ismail?,"[""Noah"", ""Abraham"", ""Isaac"", ""Jacob""]",1,Prophet Abraham was the father of Ismail.,14,2025-12-01 04:44:35.741911+00
701e95b4-528a-45d4-9e4a-6795a44769e9,prophets,pr1,Who was the first prophet in Islam?,"[""Noah"", ""Adam"", ""Abraham"", ""Moses""]",1,Adam (peace be upon him) was the first prophet and the first human.,1,2025-12-01 04:44:35.741911+00
7b1d60bb-0ca9-4b5f-aeeb-beb0eaf3f98b,prophets,pr16,Which prophet was known for his patience?,"[""Job"", ""Moses"", ""Abraham"", ""Noah""]",0,Prophet Job (Ayyub) was known for his patience.,16,2025-12-01 04:44:35.741911+00
7feabcff-c8ba-4036-8be0-701cfe301753,prophets,pr5,Who is known as the friend of Allah?,"[""Moses"", ""Abraham"", ""Noah"", ""Muhammad""]",1,Prophet Abraham (Ibrahim) is known as Khalilullah (the friend of Allah).,5,2025-12-01 04:44:35.741911+00
8db766c8-2e4e-4f2a-9cf2-af524a2fd49b,prophets,pr24,Which prophet was the grandfather of Prophet Jacob?,"[""Abraham"", ""Isaac"", ""Noah"", ""Moses""]",0,Prophet Abraham was the grandfather of Jacob.,24,2025-12-01 04:44:35.741911+00
9ea00f24-2d7e-4164-90ab-16557778cfeb,prophets,pr8,Which prophet built the Ark?,"[""Noah"", ""Abraham"", ""Moses"", ""David""]",0,Prophet Noah built the Ark.,8,2025-12-01 04:44:35.741911+00
9f1d4aea-01ea-495c-aeec-772bec683f82,prophets,pr11,Which prophet was given the Psalms?,"[""Moses"", ""David"", ""Solomon"", ""Jesus""]",1,Prophet David (Dawud) was given the Psalms (Zabur).,11,2025-12-01 04:44:35.741911+00
adb27a43-6ae0-4fd9-8481-924197469ac9,prophets,pr20,Which prophet was known for his wisdom?,"[""Solomon"", ""Moses"", ""Abraham"", ""Noah""]",0,Prophet Solomon (Sulaiman) was known for his wisdom.,20,2025-12-01 04:44:35.741911+00
b052e305-6abb-47bc-ab51-b514eba94089,prophets,pr21,Who was the brother of Prophet Moses?,"[""Aaron"", ""Abraham"", ""Isaac"", ""Jacob""]",0,Prophet Aaron (Harun) was the brother of Moses.,21,2025-12-01 04:44:35.741911+00
b68854f3-a3cd-4c75-ab59-bfcf1c29cdd5,prophets,pr23,Which prophet interpreted dreams?,"[""Joseph"", ""Moses"", ""Abraham"", ""Noah""]",0,Prophet Joseph (Yusuf) was known for interpreting dreams.,23,2025-12-01 04:44:35.741911+00
bb67fa55-ca3d-4797-9ca3-22d3297d8acf,prophets,pr25,Which prophet was the father of Prophet Jacob?,"[""Abraham"", ""Isaac"", ""Noah"", ""Moses""]",1,Prophet Isaac was the father of Jacob.,25,2025-12-01 04:44:35.741911+00
c79d4b07-7e96-47da-b0f5-36c7a159a502,prophets,pr19,Which prophet was saved from the fire?,"[""Abraham"", ""Moses"", ""Noah"", ""Lot""]",0,Prophet Abraham was saved from the fire by Allah.,19,2025-12-01 04:44:35.741911+00
d4dbbdab-7d48-4874-a32c-a290e9088cae,prophets,pr7,Which prophet parted the sea?,"[""Moses"", ""Noah"", ""Abraham"", ""Jesus""]",0,Prophet Moses parted the Red Sea.,7,2025-12-01 04:44:35.741911+00
d9fc0913-567b-4f24-8f94-98169ffda8d9,prophets,pr10,Which prophet was born without a father?,"[""Adam"", ""Jesus"", ""John"", ""Isaac""]",1,Prophet Jesus (Isa) was born without a father.,10,2025-12-01 04:44:35.741911+00
df23d9f0-06b0-421c-9277-cdae333f091c,prophets,pr6,Which prophet was thrown into a fire?,"[""Moses"", ""Abraham"", ""Noah"", ""Lot""]",1,Prophet Abraham was thrown into a fire by Nimrod.,6,2025-12-01 04:44:35.741911+00
e7371ed5-e3bb-4b2b-8187-85f64c8db589,prophets,pr12,Which prophet was given the Torah?,"[""Moses"", ""Abraham"", ""David"", ""Jesus""]",0,Prophet Moses (Musa) was given the Torah.,12,2025-12-01 04:44:35.741911+00
e7dc3252-e109-4030-aeef-a9bf53c2add8,prophets,pr2,Which prophet built the Kaaba?,"[""Adam"", ""Noah"", ""Abraham"", ""Moses""]",2,Prophet Abraham (Ibrahim) and his son Ismail built the Kaaba.,2,2025-12-01 04:44:35.741911+00
e7dd2e4c-966a-4d41-abcc-85290e41f0bb,prophets,pr18,Which prophet had control over the wind?,"[""Moses"", ""Solomon"", ""David"", ""Jesus""]",1,Prophet Solomon had control over the wind.,18,2025-12-01 04:44:35.741911+00
ed030497-438b-4efc-8977-50b4318e04ca,prophets,pr15,Who was the father of Prophet Isaac?,"[""Noah"", ""Abraham"", ""Jacob"", ""Joseph""]",1,Prophet Abraham was the father of Isaac.,15,2025-12-01 04:44:35.741911+00
871b094e-ac96-4a06-a650-3ca118050637,prophets,q026,Which prophet was raised in the palace of Pharaoh?,"[""Moses"", ""Joseph"", ""Abraham"", ""Noah""]",0,Prophet Moses was raised in the palace of Pharaoh after being found in the river.,26,2026-01-11T09:06:19.169067+00:00
5fddf963-907e-4377-9ebc-096e9444c0b8,prophets,q027,Which prophet was known for his patience and was thrown into a well by his brothers?,"[""Moses"", ""Joseph"", ""Abraham"", ""Noah""]",1,"Prophet Joseph (Yusuf) was thrown into a well by his brothers out of jealousy, but he remained patient and was eventually elevated to a high position.",27,2026-01-11T09:06:19.169067+00:00
dd5b6d36-5baa-40f9-a60a-7b435b0eb448,prophets,q028,Which prophet built the Ark?,"[""Moses"", ""Joseph"", ""Abraham"", ""Noah""]",3,Prophet Noah built the Ark as commanded by Allah to save the believers from the flood.,28,2026-01-11T09:06:19.169067+00:00
8a5569e0-9729-4c8f-a559-96b32e47a2b1,prophets,q029,"Which prophet is known as the ""Friend of Allah"" (Khalilullah)?","[""Moses"", ""Joseph"", ""Abraham"", ""Noah""]",2,"Prophet Abraham (Ibrahim) is known as ""Khalilullah"" (Friend of Allah) for his unwavering faith and obedience.",29,2026-01-11T09:06:19.169067+00:00
a9bdfd2f-522b-4884-bff7-33961e8c1f3f,prophets,q030,"Which prophet was given the title ""Messenger to the Children of Israel""?","[""Moses"", ""Jesus"", ""David"", ""Solomon""]",0,Prophet Moses was sent to the Children of Israel to guide them and deliver them from Pharaoh's oppression.,30,2026-01-11T09:06:19.169067+00:00
debc17e1-25a6-4f83-bf61-50ad6e658062,prophets,q031,Which prophet was given the ability to understand the language of animals?,"[""Moses"", ""Joseph"", ""Solomon"", ""David""]",2,"Prophet Solomon (Sulaiman) was given the ability to understand and communicate with animals, birds, and jinn.",31,2026-01-11T09:06:19.169067+00:00
a0540da1-a034-4f59-9f0a-729bf2b42ccf,prophets,q032,"Which prophet is known as the ""Seal of the Prophets""?","[""Moses"", ""Jesus"", ""Muhammad"", ""Abraham""]",2,"Prophet Muhammad (peace be upon him) is known as ""Khatam an-Nabiyyin"" (Seal of the Prophets), the final prophet sent to all of humanity.",32,2026-01-11T09:06:19.169067+00:00
3facf072-e677-446e-8c37-c8c913cae19d,prophets,q033,Which prophet was known for his beautiful voice and recitation of the Psalms?,"[""Moses"", ""David"", ""Solomon"", ""Jesus""]",1,Prophet David (Dawud) was given a beautiful voice and the Psalms (Zabur) to recite.,33,2026-01-11T09:06:19.169067+00:00
